title,year,metascore,runtime_min,director,stars,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_History,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_News,GENRE_Romance,GENRE_Sci-Fi,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western,MPAA_NC-17,MPAA_NR,MPAA_PG,MPAA_PG-13,MPAA_R,awarded_director,awarded_stars
The November Man,2014,38.0,108.0,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
After,2014,25.0,99.0,Pieter Gaspersz,"Kathleen Quinlan, John Doman, Pablo Schreiber, Sabrina Gennarino",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Princess of France,2014,65.0,67.0,Matías Piñeiro,"Julián Larquier Tellarini, Agustina Muñoz, Alessio Rigo de Righi, María Villar",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Dark Horse,2014,77.0,124.0,James Napier Robertson,"Cliff Curtis, James Rolleston, Kirk Torrance, James Napier Robertson",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rocks in My Pockets,2014,78.0,88.0,Signe Baumane,Signe Baumane,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Anomaly,2014,27.0,97.0,Noel Clarke,"Noel Clarke, Ian Somerhalder, Brian Cox, Alexis Knapp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Kite,2014,19.0,90.0,Ralph Ziman,"India Eisley, Jaco Muller, Annabel Linder, Christina Storm",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Emoticon ;),2014,34.0,79.0,Livia De Paolis,"Livia De Paolis, Michael Cristofer, Carol Kane, Sônia Braga",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Salt of the Earth,2014,83.0,110.0,Juliano Ribeiro Salgado,"Sebastião Salgado, Wim Wenders, Lélia Wanick Salgado, Juliano Ribeiro Salgado",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Two Days, One Night",2014,89.0,95.0,Jean-Pierre Dardenne,"Marion Cotillard, Fabrizio Rongione, Catherine Salée, Baptiste Sornin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Waiting for August,2014,75.0,88.0,Teodora Mihai,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 Cent Pistol,2014,37.0,91.0,Michael C. Martin,"Jena Malone, JT Alexander, Damon Alexander, Joe Mantegna",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Miss Meadows,2014,43.0,88.0,Karen Leigh Hopkins,"Katie Holmes, James Badge Dale, Callan Mulvey, Jean Smart",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boulevard,2014,52.0,88.0,Dito Montiel,"Robin Williams, Roberto Aguire, Kathy Baker, Bob Odenkirk",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Time Lapse,2014,50.0,104.0,Bradley King,"Danielle Panabaker, Matt O'Leary, George Finn, John Rhys-Davies",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Young Bodies Heal Quickly,2014,64.0,102.0,Andrew T. Betzer,"Gabriel Croft, Josephine Decker, Jay Featherstone, Johnathan Frasier",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alex of Venice,2014,56.0,86.0,Chris Messina,"Mary Elizabeth Winstead, Chris Messina, Don Johnson, Derek Luke",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Life Partners,2014,57.0,93.0,Susanna Fogel,"Leighton Meester, Gillian Jacobs, Adam Brody, Gabourey Sidibe",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Match,2014,62.0,92.0,Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard, Jamie Tirelli",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Will You Dance with Me?,2014,71.0,78.0,Derek Jarman,Phillip Williamson,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
God's Not Dead,2014,16.0,113.0,Harold Cronk,"Shane Harper, Kevin Sorbo, David A.R. White, Dean Cain",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sabotage,2014,41.0,109.0,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Take Me to the River,2014,56.0,95.0,Martin Shore,"Terrence Howard, James Alexander, Al Bell, William Bell",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.000 Km,2014,75.0,99.0,Carlos Marques-Marcet,"Natalia Tena, David Verdaguer, Sirius Flatz",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
At the Devil's Door,2014,47.0,91.0,Nicholas McCarthy,"Ashley Rickards, Nick Eversman, Michael Massee, Mark Steger",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Creep,2014,74.0,77.0,Patrick Brice,"Patrick Brice, Mark Duplass",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Predestination,2014,69.0,97.0,Michael Spierig,"Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Date and Switch,2014,56.0,91.0,Chris Nelson,"Nicholas Braun, Hunter Cope, Dakota Johnson, Gary Cole",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
'71,2014,83.0,99.0,Yann Demange,"Jack O'Connell, Sam Reid, Sean Harris, Paul Popplewell",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rage,2014,28.0,92.0,Paco Cabezas,"Nicolas Cage, Rachel Nichols, Max Ryan, Michael McGrady",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Little Accidents,2014,56.0,105.0,Sara Colangelo,"Boyd Holbrook, Randy Springer, Jacob Lofland, Beau Wright",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hits,2014,45.0,96.0,David Cross,"Meredith Hagner, Matt Walsh, James Adomian, Jake Cherry",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Raid 2,2014,71.0,150.0,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Outsider,2014,23.0,94.0,Brian A. Miller,"Craig Fairbrass, James Caan, Jason Patric, Shannon Elizabeth",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What We Do in the Shadows,2014,76.0,86.0,Jemaine Clement,"Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happy Christmas,2014,70.0,82.0,Joe Swanberg,"Anna Kendrick, Melanie Lynskey, Mark Webber, Lena Dunham",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Life Itself,2014,87.0,121.0,Steve James,"Roger Ebert, Chaz Ebert, Gene Siskel, Martin Scorsese",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Most Wanted Man,2014,73.0,122.0,Anton Corbijn,"Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl, Robin Wright",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
E-Team,2014,66.0,88.0,Katy Chevigny,"Anna Neistat, Ole Solvang, Peter Bouckaert, Fred Abrahams",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Origins,2014,57.0,106.0,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Love Is Strange,2014,82.0,94.0,Ira Sachs,"John Lithgow, Alfred Molina, Marisa Tomei, Charlie Tahan",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Guest,2014,76.0,100.0,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
God's Pocket,2014,51.0,88.0,John Slattery,"Philip Seymour Hoffman, Christina Hendricks, Richard Jenkins, John Turturro",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Nut Job,2014,37.0,85.0,Peter Lepeniotis,"Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dumbbells,2014,24.0,92.0,Christopher Livingston,"Brian Drolet, Hoyt Richards, Taylor Cole, Mircea Monroe",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Police Story: Lockdown,2013,44.0,110.0,Sheng Ding,"Jackie Chan, Ye Liu, Tian Jing, Tao Yin",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"No God, No Master",2013,48.0,94.0,Terry Green,"David Strathairn, Ray Wise, Sam Witwer, Alessandro Mario",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Best Man Holiday,2013,59.0,123.0,Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brightest Star,2013,32.0,80.0,Maggie Kiley,"Chris Lowell, Rose McIver, Jessica Szohr, Alex Kaluzhsky",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Life Inside Out,2013,57.0,102.0,Jill D'Agnenica,"Maggie Baird, Finneas O'Connell, Lori Nasso, David Cowgill",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Walking With The Enemy,2013,44.0,124.0,Mark Schmidt,"Jonas Armstrong, Ben Kingsley, Hannah Tointon, Simon Kunz",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Maid's Room,2013,39.0,98.0,Michael Walker,"Paula Garcés, Annabella Sciorra, Bill Camp, Philip Ettinger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Adult World,2013,61.0,97.0,Scott Coffey,"Emma Roberts, Evan Peters, John Cusack, Cloris Leachman",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Machete Kills,2013,41.0,107.0,Robert Rodriguez,"Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Family,2013,42.0,111.0,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
How I Live Now,2013,57.0,101.0,Kevin Macdonald,"Saoirse Ronan, Tom Holland, George MacKay, Harley Bird",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
Canopy,2013,64.0,84.0,Aaron Wilson,"Khan Chittenden, Morning Tzu-Yi Mo, Robert Menzies, Edwina Wren",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fading Gigolo,2013,58.0,90.0,John Turturro,"John Turturro, Woody Allen, Sharon Stone, Sofía Vergara",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36 Saints,2013,19.0,81.0,Eddy Duran,"Franky G, Jeffrey De Serrano, Donna McKechnie, Jamie Tirelli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Lucky Them,2013,65.0,97.0,Megan Griffiths,"Toni Collette, Thomas Haden Church, Nina Arianda, Oliver Platt",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Ultimate Life,2013,19.0,105.0,Michael Landon Jr.,"Logan Bartholomew, Peter Fonda, Ali Hillis, Lee Meriwether",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rush,2013,74.0,123.0,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Under the Skin,2013,79.0,108.0,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Mortal Instruments: City of Bones,2013,33.0,130.0,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paranoia,2013,32.0,106.0,Robert Luketic,"Liam Hemsworth, Gary Oldman, Harrison Ford, Amber Heard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Snowpiercer,2013,84.0,126.0,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Contracted,2013,48.0,84.0,Eric England,"Najarra Townsend, Caroline Williams, Alice Macdonald, Matt Mercer",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Stand Clear of the Closing Doors,2013,86.0,102.0,Sam Fleischner,"Jesus Sanchez-Velez, Andrea Suarez Paz, Azul Zorrilla, Tenoch Huerta",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hellaware,2013,67.0,73.0,Michael M. Bilandic,"Keith Poulson, Sophia Takal, Brent Butler, Duane C. Wallace",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Goodbye World,2013,36.0,99.0,Denis Henry Hennelly,"Adrian Grenier, Kid Cudi, Mckenna Grace, Kerry Bishé",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Europa Report,2013,68.0,90.0,Sebastián Cordero,"Sharlto Copley, Michael Nyqvist, Christian Camargo, Embeth Davidtz",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hair Brained,2013,48.0,97.0,Billy Kent,"Alex Wolff, Parker Posey, Brendan Fraser, Julia Garner",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Immigrant,2013,77.0,120.0,James Gray,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Last Days on Mars,2013,46.0,98.0,Ruairi Robinson,"Liev Schreiber, Elias Koteas, Romola Garai, Olivia Williams",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Blue Ruin,2013,78.0,90.0,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Bling Ring,2013,66.0,90.0,Sofia Coppola,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Last Passenger,2013,66.0,97.0,Omid Nooshin,"Dougray Scott, Kara Tointon, Iddo Goldberg, David Schofield",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Beneath,2013,40.0,90.0,Larry Fessenden,"Daniel Zovatto, Bonnie Dennison, Chris Conroy, Jon Orsini",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
The Colony,2013,28.0,95.0,Jeff Renfroe,"Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Some Velvet Morning,2013,54.0,84.0,Neil LaBute,"Stanley Tucci, Alice Eve",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Machine,2013,52.0,91.0,Caradog W. James,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bluebird,2013,67.0,90.0,Lance Edmands,"Amy Morton, John Slattery, Louisa Krause, Emily Meade",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Odd Thomas,2013,45.0,97.0,Stephen Sommers,"Anton Yelchin, Ashley Sommers, Leonor Varela, Matthew Page",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Down and Dangerous,2013,43.0,95.0,Zak Forsman,"John T. Woods, Paulie Rojas Redding, Ross Marquand, Judd Nelson",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Detour,2013,55.0,87.0,William Dickerson,"Neil Hopkins, Brea Grant, John Forest, Ptolemy Slocum",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
The Wait,2013,34.0,96.0,M. Blash,"Jena Malone, Chloë Sevigny, Luke Grimes, Devon Gearhart",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Some Girl(s),2013,48.0,90.0,Daisy von Scherler Mayer,"Adam Brody, Kristen Bell, Zoe Kazan, Mía Maestro",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dead Man Down,2013,39.0,118.0,Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Awful Nice,2013,42.0,92.0,Todd Sklar,"Christopher Meloni, Zahn McClarnon, Laura Ramsey, Brett Gelman",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Safe Haven,2013,34.0,115.0,Lasse Hallström,"Julianne Hough, Josh Duhamel, Cobie Smulders, David Lyons",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Side Effects,2013,75.0,106.0,Steven Soderbergh,"Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Magic Magic,2013,59.0,97.0,Sebastián Silva,"Michael Cera, Juno Temple, Emily Browning, Catalina Sandino Moreno",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Afternoon Delight,2013,50.0,98.0,Joey Soloway,"Kathryn Hahn, Link Ruiz, Cesar Garcia, Jane Lynch",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ass Backwards,2013,37.0,85.0,Chris Nelson,"June Diane Raphael, Casey Wilson, Jon Cryer, Vincent D'Onofrio",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charlie Countryman,2013,31.0,103.0,Fredrik Bond,"Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Til Schweiger",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ain't Them Bodies Saints,2013,74.0,96.0,David Lowery,"Rooney Mara, Casey Affleck, Ben Foster, Nate Parker",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The East,2013,68.0,116.0,Zal Batmanglij,"Brit Marling, Alexander Skarsgård, Ellen Page, Toby Kebbell",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Fruitvale Station,2013,85.0,85.0,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hank and Asha,2013,45.0,73.0,James E. Duff,"Andrew Pastides, Mahira Kakkar, Brian Sloan, Anna Tydlitatova",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Broken City,2013,49.0,109.0,Allen Hughes,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Warm Bodies,2013,60.0,98.0,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich, Analeigh Tipton",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Color of Time,2012,34.0,73.0,Edna Luise Biesold,"James Franco, Mila Kunis, Jessica Chastain, Zach Braff",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SOMM,2012,58.0,94.0,Jason Wise,"Bo Barrett, Shayn Bjornholm, Dave Cauble, Ian Cauble",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Do,2012,23.0,91.0,Glenn Gaylord,"Jamie-Lynn Sigler, Alicia Witt, Maurice Compte, David W. Ross",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ex-Girlfriends,2012,37.0,72.0,Alexander Poe,"Jennifer Carpenter, Alexander Poe, Kristen Connolly, Liz Holtan",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Just 45 Minutes from Broadway,2012,31.0,112.0,Henry Jaglom,"Tanna Frederick, Judd Nelson, Jack Heller, Diane Salinger",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Atlas Shrugged II: The Strike,2012,26.0,111.0,John Putch,"Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Not Fade Away,2012,65.0,112.0,David Chase,"John Magaro, Jack Huston, Will Brill, Brahm Vaccarella",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lords of Salem,2012,57.0,101.0,Rob Zombie,"Sheri Moon Zombie, Meg Foster, Bruce Davison, Jeff Daniel Phillips",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Casting By,2012,70.0,89.0,Tom Donahue,"Deborah Aquila, Risa Bramon Garcia, Ellen Chenoweth, Marion Dougherty",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Viola,2012,82.0,65.0,Matías Piñeiro,"María Villar, Alessio Rigo de Righi, Agustina Muñoz, Elisa Carricajo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Impossible,2012,73.0,114.0,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Cloud Atlas,2012,55.0,172.0,Tom Tykwer,"Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Frances Ha,2012,82.0,86.0,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
